symbol,series,date,time,orno,bors,vd,vo,lp,mkt
XXX,EQ,3-Apr-06,12:09:47,200604037419858.00,B,1,1,,Y
XXX,EQ,3-Apr-06,12:09:49,200604030572983.00,B,10,10,2980,N
XXX,EQ,3-Apr-06,12:09:55,200604037420246.00,S,1,1,,Y
XXX,EQ,3-Apr-06,12:09:55,200604037420298.00,B,1,1,,Y
XXX,EQ,3-Apr-06,12:10:01,200604037420568.00,B,10,10,,Y
XXX,EQ,3-Apr-06,12:10:01,200604037420573.00,S,10,10,2755,N
XXX,EQ,3-Apr-06,12:10:05,200604030571248.00,B,17,97,2972.25,N
XXX,EQ,3-Apr-06,12:10:07,200604037420908.00,S,20,200,2978.5,N
XXX,EQ,3-Apr-06,12:10:10,200604033947829.00,S,1,2,2980,N
XXX,EQ,3-Apr-06,12:10:13,200604033947943.00,S,1,2,2982,N
XXX,EQ,3-Apr-06,12:10:14,200604033947968.00,B,10,10,2940,N
XXX,EQ,3-Apr-06,12:10:26,200604030007702.00,B,10,10,2870,N
XXX,EQ,3-Apr-06,12:10:28,200604033948520.00,B,10,10,2955,N
XXX,EQ,3-Apr-06,12:10:34,200604030574770.00,B,1,1,2972,N
XXX,EQ,3-Apr-06,12:10:40,200604037420908.00,S,20,200,2979.9,N
XXX,EQ,3-Apr-06,12:10:41,200604037422604.00,S,5,5,3015,N
XXX,EQ,3-Apr-06,12:10:47,200604037422927.00,S,2,2,3050,N
XXX,EQ,3-Apr-06,12:10:50,200604030325745.00,S,20,20,2990,N
XXX,EQ,3-Apr-06,12:10:52,200604033949575.00,S,10,10,2972.2,N
XXX,EQ,3-Apr-06,12:10:54,200604037423272.00,S,1,1,,Y
XXX,EQ,3-Apr-06,12:10:54,200604037423283.00,S,10,10,2990,N
XXX,EQ,3-Apr-06,12:10:57,200604033938505.00,S,2,20,2979.85,N
XXX,EQ,3-Apr-06,12:10:57,200604033949805.00,S,25,25,3005,N
XXX,EQ,3-Apr-06,12:11:19,200604037424572.00,B,3,3,,Y
XXX,EQ,3-Apr-06,12:11:25,200604037420908.00,S,20,200,2979.75,N
XXX,EQ,3-Apr-06,12:11:33,200604030577276.00,S,1,1,2985,N
XXX,EQ,3-Apr-06,12:11:35,200604037425412.00,B,1,1,2975,N
XXX,EQ,3-Apr-06,12:11:37,200604030571248.00,B,10,86,2972.6,N
XXX,EQ,3-Apr-06,12:11:38,200604037425590.00,B,1,1,2970,N
XXX,EQ,3-Apr-06,12:11:39,200604037384602.00,B,25,25,,Y
XXX,EQ,3-Apr-06,12:11:53,200604030578209.00,S,35,200,2979,N
XXX,EQ,3-Apr-06,12:12:03,200604030578643.00,B,50,50,2972.2,N
XXX,EQ,3-Apr-06,12:12:09,200604037427053.00,B,22,22,2975,N
XXX,EQ,3-Apr-06,12:12:12,200604037425412.00,B,1,1,2975,N
XXX,EQ,3-Apr-06,12:12:13,200604030579034.00,S,10,10,2979,N
XXX,EQ,3-Apr-06,12:12:18,200604030571414.00,B,30,200,2970.5,N
XXX,EQ,3-Apr-06,12:12:21,200604030579369.00,S,10,10,,Y
XXX,EQ,3-Apr-06,12:12:29,200604037420908.00,S,20,175,2978.95,N
XXX,EQ,3-Apr-06,12:12:33,200604030578643.00,B,50,50,2975,N
XXX,EQ,3-Apr-06,12:12:34,200604037420908.00,S,20,200,2978.95,N
XXX,EQ,3-Apr-06,12:12:40,200604033954527.00,S,6,6,2985,N
XXX,EQ,3-Apr-06,12:12:42,200604030580304.00,S,5,5,2979,N
XXX,EQ,3-Apr-06,12:12:47,200604030580545.00,S,15,15,2972.75,N
XXX,EQ,3-Apr-06,12:12:53,200604033938505.00,S,2,19,2978.9,N
XXX,EQ,3-Apr-06,12:12:57,200604037429534.00,B,1,1,2975,N
XXX,EQ,3-Apr-06,12:13:05,200604030581270.00,S,50,50,2978.85,N
XXX,EQ,3-Apr-06,12:13:06,200604030579034.00,S,10,10,2978,N
XXX,EQ,3-Apr-06,12:13:06,200604030581298.00,B,1,1,2975,N
XXX,EQ,3-Apr-06,12:13:13,200604037430476.00,B,1,1,,Y
XXX,EQ,3-Apr-06,12:13:17,200604033956159.00,S,20,20,3000,N
XXX,EQ,3-Apr-06,12:13:21,200604037378619.00,S,100,100,3000,N
XXX,EQ,3-Apr-06,12:13:23,200604033457895.00,S,10,10,2980,N
XXX,EQ,3-Apr-06,12:13:26,200604030582096.00,B,1,1,2973,N
XXX,EQ,3-Apr-06,12:13:27,200604037431250.00,S,2,2,,Y
XXX,EQ,3-Apr-06,12:13:28,200604033847405.00,B,10,100,2975,N
XXX,EQ,3-Apr-06,12:13:31,200604037417010.00,B,20,200,2970.25,N
XXX,EQ,3-Apr-06,12:13:32,200604033956830.00,S,1,1,2987,N
XXX,EQ,3-Apr-06,12:13:38,200604030581270.00,S,50,50,2977.95,N
XXX,EQ,3-Apr-06,12:13:38,200604037420908.00,S,20,200,2978.85,N
XXX,EQ,3-Apr-06,12:13:44,200604030582838.00,S,2,2,2975,N
XXX,EQ,3-Apr-06,12:13:48,200604037420908.00,S,20,200,2978.75,N
XXX,EQ,3-Apr-06,12:13:50,200604030581270.00,S,5,50,2977.95,N
XXX,EQ,3-Apr-06,12:13:50,200604037420908.00,S,20,200,2978.75,N
XXX,EQ,3-Apr-06,12:13:51,200604037425590.00,B,1,1,2970,N
XXX,EQ,3-Apr-06,12:13:51,200604037429534.00,B,1,1,2975,N
XXX,EQ,3-Apr-06,12:13:55,200604033917587.00,S,5,5,2987,N
XXX,EQ,3-Apr-06,12:14:06,200604033938505.00,S,2,14,2977.9,N
XXX,EQ,3-Apr-06,12:14:10,200604037433639.00,B,2,2,2962,N
XXX,EQ,3-Apr-06,12:14:12,200604037433760.00,S,10,10,2978,N
XXX,EQ,3-Apr-06,12:14:14,200604030581270.00,S,5,50,2977.85,N
XXX,EQ,3-Apr-06,12:14:17,200604030526856.00,S,5,5,2989,N
XXX,EQ,3-Apr-06,12:14:17,200604037434022.00,S,10,10,2975,N
XXX,EQ,3-Apr-06,12:14:26,200604033959247.00,S,30,300,2991,N
XXX,EQ,3-Apr-06,12:14:26,200604037433760.00,S,10,10,2980,N
XXX,EQ,3-Apr-06,12:14:36,200604033938505.00,S,2,14,2977.8,N
XXX,EQ,3-Apr-06,12:14:48,200604030581270.00,S,5,50,2977.7,N
XXX,EQ,3-Apr-06,12:15:02,200604030585988.00,B,10,10,2940,N
XXX,EQ,3-Apr-06,12:15:13,200604033961342.00,B,6,6,2975.5,N
XXX,EQ,3-Apr-06,12:15:27,200604033687735.00,S,2,2,3005,N
XXX,EQ,3-Apr-06,12:15:30,200604033938505.00,S,2,14,2977.65,N
XXX,EQ,3-Apr-06,12:15:39,200604030587558.00,S,3,25,2970,N
XXX,EQ,3-Apr-06,12:15:52,200604030588104.00,B,5,5,2971.2,N
XXX,EQ,3-Apr-06,12:15:54,200604037439320.00,B,25,25,2993,N
XXX,EQ,3-Apr-06,12:15:59,200604037439612.00,S,25,25,3040,N
XXX,EQ,3-Apr-06,12:16:00,200604037439637.00,B,5,5,2977.65,N
XXX,EQ,3-Apr-06,12:16:00,200604037439649.00,S,1,1,,Y
XXX,EQ,3-Apr-06,12:16:01,200604033963633.00,S,2,2,2985,N
XXX,EQ,3-Apr-06,12:16:08,200604037440143.00,S,1,1,2980,N
XXX,EQ,3-Apr-06,12:16:15,200604030578209.00,S,35,200,2979,N
XXX,EQ,3-Apr-06,12:16:29,200604033964986.00,S,10,10,2985,N
XXX,EQ,3-Apr-06,12:16:37,200604037441774.00,S,1,1,,Y
XXX,EQ,3-Apr-06,12:16:43,200604037273309.00,S,10,10,2990,N
XXX,EQ,3-Apr-06,12:16:43,200604037442096.00,B,20,200,2975.1,N
XXX,EQ,3-Apr-06,12:16:44,200604037393703.00,S,1,1,2985,N
XXX,EQ,3-Apr-06,12:16:47,200604033965812.00,S,10,10,2990,N
XXX,EQ,3-Apr-06,12:16:47,200604037442274.00,S,5,5,3000,N
XXX,EQ,3-Apr-06,12:16:52,200604037442602.00,B,500,500,2978,N
XXX,EQ,3-Apr-06,12:16:53,200604037442654.00,B,20,200,2975.05,N
XXX,EQ,3-Apr-06,12:16:58,200604037442096.00,B,20,200,2976,N
XXX,EQ,3-Apr-06,12:16:59,200604030590930.00,B,300,300,2971,N
XXX,EQ,3-Apr-06,12:17:00,200604037443088.00,B,50,50,2975,N
XXX,EQ,3-Apr-06,12:17:01,200604030572983.00,B,10,10,2980,N
XXX,EQ,3-Apr-06,12:17:01,200604037442602.00,B,432,432,2980,N
XXX,EQ,3-Apr-06,12:17:02,200604037443196.00,S,5,5,2975,N
XXX,EQ,3-Apr-06,12:17:03,200604030582096.00,B,10,10,2973,N
XXX,EQ,3-Apr-06,12:17:05,200604037443392.00,B,200,200,2980,N
XXX,EQ,3-Apr-06,12:17:06,200604030590930.00,B,300,300,2971,N
XXX,EQ,3-Apr-06,12:17:06,200604033966749.00,B,2,2,2980,N
XXX,EQ,3-Apr-06,12:17:08,200604037443392.00,B,200,200,2980,N
XXX,EQ,3-Apr-06,12:17:13,200604030591571.00,S,97,97,2980,N
XXX,EQ,3-Apr-06,12:17:13,200604030591594.00,S,1,1,2985,N
XXX,EQ,3-Apr-06,12:17:13,200604037443862.00,B,1,1,2980,N
XXX,EQ,3-Apr-06,12:17:14,200604030591638.00,B,1,1,2980,N
XXX,EQ,3-Apr-06,12:17:17,200604037300615.00,B,25,25,2962.05,N
XXX,EQ,3-Apr-06,12:17:19,200604030578643.00,B,50,50,2975,N
XXX,EQ,3-Apr-06,12:17:27,200604037444645.00,S,1,1,,Y
XXX,EQ,3-Apr-06,12:17:28,200604033967760.00,B,5,5,2980,N
XXX,EQ,3-Apr-06,12:17:28,200604037444706.00,B,1,1,,Y
XXX,EQ,3-Apr-06,12:17:29,200604030592287.00,S,42,42,2980,N
XXX,EQ,3-Apr-06,12:17:33,200604030592490.00,S,4,4,2980,N
XXX,EQ,3-Apr-06,12:17:33,200604033968004.00,S,10,10,3000,N
XXX,EQ,3-Apr-06,12:17:34,200604030592531.00,S,10,10,3030,N
XXX,EQ,3-Apr-06,12:17:35,200604030592556.00,B,1,1,2981,N
XXX,EQ,3-Apr-06,12:17:38,200604033893800.00,B,10,10,2967.05,N
XXX,EQ,3-Apr-06,12:17:39,200604030592762.00,S,10,10,2984,N
XXX,EQ,3-Apr-06,12:17:40,200604037445449.00,S,1,1,2999,N
XXX,EQ,3-Apr-06,12:17:41,200604030592845.00,S,38,38,2985,N
XXX,EQ,3-Apr-06,12:17:41,200604033968351.00,S,91,91,2974.05,N
XXX,EQ,3-Apr-06,12:17:46,200604030540393.00,S,44,44,2987.8,N
XXX,EQ,3-Apr-06,12:17:56,200604030593514.00,B,1,1,2980,N
XXX,EQ,3-Apr-06,12:17:56,200604037358566.00,S,20,20,2989,N
XXX,EQ,3-Apr-06,12:17:57,200604030593564.00,S,3,3,2987,N
XXX,EQ,3-Apr-06,12:17:58,200604033969196.00,S,5,5,2984.95,N
XXX,EQ,3-Apr-06,12:17:59,200604030572983.00,B,10,10,2981,N
XXX,EQ,3-Apr-06,12:17:59,200604037442096.00,B,20,200,2980.1,N
XXX,EQ,3-Apr-06,12:18:06,200604037336127.00,B,20,20,2970,N
XXX,EQ,3-Apr-06,12:18:07,200604037447080.00,S,1,1,2980,N
XXX,EQ,3-Apr-06,12:18:09,200604037447216.00,B,25,25,2993,N
XXX,EQ,3-Apr-06,12:18:11,200604037447336.00,S,1,1,,Y
XXX,EQ,3-Apr-06,12:18:14,200604033969978.00,S,2,2,2985,N
XXX,EQ,3-Apr-06,12:18:15,200604037447597.00,S,25,25,3040,N
XXX,EQ,3-Apr-06,12:18:15,200604037447615.00,S,20,200,2984.9,N
XXX,EQ,3-Apr-06,12:18:18,200604033970138.00,S,2,2,2990,N
XXX,EQ,3-Apr-06,12:18:20,200604033970250.00,S,2,2,2995,N
XXX,EQ,3-Apr-06,12:18:23,200604037448044.00,B,200,200,2981,N
XXX,EQ,3-Apr-06,12:18:25,200604033970435.00,S,2,2,3000,N
XXX,EQ,3-Apr-06,12:18:25,200604037448170.00,S,1,1,,Y
XXX,EQ,3-Apr-06,12:18:26,200604037448214.00,B,1,1,,Y
XXX,EQ,3-Apr-06,12:18:27,200604033970529.00,S,2,2,3005,N
XXX,EQ,3-Apr-06,12:18:28,200604033970601.00,S,2,2,3015,N
XXX,EQ,3-Apr-06,12:18:28,200604037448317.00,B,1,1,,Y
XXX,EQ,3-Apr-06,12:18:28,200604037448328.00,B,1,1,2980,N
XXX,EQ,3-Apr-06,12:18:30,200604033970687.00,S,2,2,3010,N
XXX,EQ,3-Apr-06,12:18:31,200604030592762.00,S,10,10,2984,N
XXX,EQ,3-Apr-06,12:18:32,200604033970799.00,B,2,2,2982,N
XXX,EQ,3-Apr-06,12:18:32,200604037448568.00,B,1,1,2981,N
XXX,EQ,3-Apr-06,12:18:33,200604037448649.00,S,1,1,,Y
XXX,EQ,3-Apr-06,12:18:34,200604037448692.00,B,1,1,,Y
XXX,EQ,3-Apr-06,12:18:43,200604037442096.00,B,20,198,2981.1,N
XXX,EQ,3-Apr-06,12:18:45,200604033880781.00,S,20,20,2994,N
XXX,EQ,3-Apr-06,12:18:49,200604030595957.00,S,5,5,2985,N
XXX,EQ,3-Apr-06,12:18:56,200604030596258.00,B,100,100,2981,N
XXX,EQ,3-Apr-06,12:18:56,200604036741042.00,S,7,7,2999.95,N
XXX,EQ,3-Apr-06,12:18:57,200604037450104.00,B,150,1500,2980,N
XXX,EQ,3-Apr-06,12:19:01,200604037447615.00,S,20,200,2984.9,N
XXX,EQ,3-Apr-06,12:19:01,200604037448328.00,B,1,1,2980,N
XXX,EQ,3-Apr-06,12:19:01,200604037448568.00,B,1,1,2981,N
XXX,EQ,3-Apr-06,12:19:02,200604033954527.00,S,6,6,2983.9,N
XXX,EQ,3-Apr-06,12:19:02,200604037450427.00,S,8,8,2985,N
XXX,EQ,3-Apr-06,12:19:05,200604037442274.00,S,5,5,2984,N
XXX,EQ,3-Apr-06,12:19:06,200604030596761.00,S,3,25,2983.95,N
XXX,EQ,3-Apr-06,12:19:17,200604033973090.00,B,10,10,,Y
XXX,EQ,3-Apr-06,12:19:17,200604037451463.00,B,1,1,2981,N
XXX,EQ,3-Apr-06,12:19:18,200604037451549.00,B,10,10,2984,N
XXX,EQ,3-Apr-06,12:19:18,200604037451568.00,B,1,1,2980,N
XXX,EQ,3-Apr-06,12:19:21,200604030542267.00,S,50,50,2986.9,N
XXX,EQ,3-Apr-06,12:19:23,200604030597616.00,S,5,5,2984,N
XXX,EQ,3-Apr-06,12:19:27,200604030597787.00,B,86,86,2982,N
XXX,EQ,3-Apr-06,12:19:29,200604030571248.00,B,10,86,2972.6,N
XXX,EQ,3-Apr-06,12:19:32,200604033973846.00,S,1,1,2999,N
XXX,EQ,3-Apr-06,12:19:34,200604030596258.00,B,100,100,2981,N
XXX,EQ,3-Apr-06,12:19:36,200604030598248.00,S,5,50,2980,N
XXX,EQ,3-Apr-06,12:19:38,200604030598323.00,S,25,25,2983,N
XXX,EQ,3-Apr-06,12:19:38,200604030598325.00,S,25,25,2982,N
XXX,EQ,3-Apr-06,12:19:51,200604030546259.00,S,50,50,2984,N
XXX,EQ,3-Apr-06,12:19:51,200604030598961.00,S,25,25,2982,N
XXX,EQ,3-Apr-06,12:19:52,200604037448044.00,B,200,200,2981,N
XXX,EQ,3-Apr-06,12:19:54,200604037442096.00,B,20,198,2981.1,N
XXX,EQ,3-Apr-06,12:19:55,200604037453791.00,B,5,5,2974,N
XXX,EQ,3-Apr-06,12:19:55,200604037453822.00,S,15,15,2982.95,N
XXX,EQ,3-Apr-06,12:19:58,200604037453947.00,S,1,1,,Y
XXX,EQ,3-Apr-06,12:19:58,200604037454014.00,B,1,1,,Y
XXX,EQ,3-Apr-06,12:20:02,200604037454210.00,S,1,1,2681,N
XXX,EQ,3-Apr-06,12:20:06,200604037454415.00,B,20,200,2975.1,N
XXX,EQ,3-Apr-06,12:20:07,200604030599767.00,S,40,40,2988,N
XXX,EQ,3-Apr-06,12:20:09,200604037442654.00,B,20,200,2975.05,N
XXX,EQ,3-Apr-06,12:20:11,200604037454415.00,B,40,400,2975.1,N
XXX,EQ,3-Apr-06,12:20:11,200604037454742.00,S,25,25,2999,N
XXX,EQ,3-Apr-06,12:20:14,200604030600088.00,B,1,1,2980,N
XXX,EQ,3-Apr-06,12:20:14,200604037455004.00,S,25,25,2999,N
XXX,EQ,3-Apr-06,12:20:16,200604030600168.00,B,50,50,2980.05,N
XXX,EQ,3-Apr-06,12:20:18,200604030592845.00,S,38,38,2984.5,N
XXX,EQ,3-Apr-06,12:20:20,200604037455352.00,S,1,1,,Y
XXX,EQ,3-Apr-06,12:20:21,200604030597616.00,S,5,5,2982,N
XXX,EQ,3-Apr-06,12:20:24,200604030600548.00,S,20,20,2983.7,N
XXX,EQ,3-Apr-06,12:20:24,200604037455595.00,S,1,1,,Y
XXX,EQ,3-Apr-06,12:20:29,200604030597616.00,S,5,5,2980,N
XXX,EQ,3-Apr-06,12:20:32,200604037456097.00,B,1,1,2980,N
XXX,EQ,3-Apr-06,12:20:35,200604037456254.00,B,1,1,2900,N
XXX,EQ,3-Apr-06,12:20:36,200604030574770.00,B,1,1,2975,N
XXX,EQ,3-Apr-06,12:20:36,200604037456313.00,B,1,1,2850,N
XXX,EQ,3-Apr-06,12:20:37,200604037456346.00,S,20,20,2985,N
XXX,EQ,3-Apr-06,12:20:37,200604037456366.00,B,1,1,2800,N
XXX,EQ,3-Apr-06,12:20:38,200604037456439.00,S,1,1,,Y
XXX,EQ,3-Apr-06,12:20:39,200604037456494.00,S,1,1,3000,N
XXX,EQ,3-Apr-06,12:20:40,200604037456542.00,S,1,1,3025,N
XXX,EQ,3-Apr-06,12:20:41,200604037456599.00,S,1,1,3050,N
XXX,EQ,3-Apr-06,12:20:42,200604037456669.00,S,1,1,3100,N
XXX,EQ,3-Apr-06,12:20:50,200604030601746.00,B,20,20,2982,N
XXX,EQ,3-Apr-06,12:20:55,200604030596761.00,S,3,11,2981.95,N
XXX,EQ,3-Apr-06,12:20:57,200604030602067.00,S,20,20,2982.9,N
XXX,EQ,3-Apr-06,12:21:01,200604030600168.00,B,5,50,2980.05,N
XXX,EQ,3-Apr-06,12:21:02,200604030602292.00,S,10,10,2982,N
XXX,EQ,3-Apr-06,12:21:12,200604030596761.00,S,3,4,2982.85,N
XXX,EQ,3-Apr-06,12:21:14,200604037458605.00,S,10,10,2981,N
XXX,EQ,3-Apr-06,12:21:17,200604033978833.00,S,8,8,2980,N
XXX,EQ,3-Apr-06,12:21:18,200604037458851.00,S,10,10,2985,N
XXX,EQ,3-Apr-06,12:21:21,200604037459080.00,S,10,10,2980,N
XXX,EQ,3-Apr-06,12:21:23,200604037459205.00,S,200,200,2980,N
XXX,EQ,3-Apr-06,12:21:26,200604037459348.00,S,15,15,2980,N
XXX,EQ,3-Apr-06,12:21:27,200604030603381.00,S,10,10,2980.05,N
XXX,EQ,3-Apr-06,12:21:29,200604037459504.00,S,20,20,3080,N
XXX,EQ,3-Apr-06,12:21:31,200604037453822.00,S,15,15,2982.95,N
XXX,EQ,3-Apr-06,12:21:33,200604030603703.00,S,20,20,2980,N
XXX,EQ,3-Apr-06,12:21:35,200604037459834.00,S,1,1,,Y
XXX,EQ,3-Apr-06,12:21:36,200604033877845.00,S,6,6,,Y
XXX,EQ,3-Apr-06,12:21:36,200604037459885.00,B,1,1,,Y
XXX,EQ,3-Apr-06,12:21:37,200604030603879.00,S,1,1,2980,N
XXX,EQ,3-Apr-06,12:21:38,200604030596761.00,S,3,4,2980,N
XXX,EQ,3-Apr-06,12:21:38,200604037460033.00,S,20,20,3050,N
XXX,EQ,3-Apr-06,12:21:39,200604037460103.00,S,1,1,,Y
XXX,EQ,3-Apr-06,12:21:40,200604037460157.00,B,1,1,,Y
XXX,EQ,3-Apr-06,12:21:44,200604037460426.00,S,1,1,,Y
XXX,EQ,3-Apr-06,12:21:45,200604030604263.00,B,50,50,2980.05,N
XXX,EQ,3-Apr-06,12:21:46,200604037460505.00,S,1,1,2984,N
XXX,EQ,3-Apr-06,12:21:47,200604033895103.00,S,5,5,2981,N
XXX,EQ,3-Apr-06,12:21:47,200604037460606.00,B,1,1,2980,N
XXX,EQ,3-Apr-06,12:21:49,200604030604462.00,S,6,60,2980.05,N
XXX,EQ,3-Apr-06,12:21:54,200604033980702.00,S,6,6,,Y
XXX,EQ,3-Apr-06,12:21:56,200604030604462.00,S,6,18,2980,N
XXX,EQ,3-Apr-06,12:21:57,200604033895103.00,S,5,5,2980,N
XXX,EQ,3-Apr-06,12:21:58,200604030604888.00,B,50,50,2980.05,N
XXX,EQ,3-Apr-06,12:22:05,200604037461644.00,B,2,2,2980.05,N
XXX,EQ,3-Apr-06,12:22:11,200604030605505.00,S,30,30,2980,N
XXX,EQ,3-Apr-06,12:22:14,200604037340189.00,S,10,10,2989.75,N
XXX,EQ,3-Apr-06,12:22:15,200604033981756.00,S,25,25,2980,N
XXX,EQ,3-Apr-06,12:22:17,200604037451568.00,B,1,1,2980,N
XXX,EQ,3-Apr-06,12:22:17,200604037460606.00,B,1,1,2980,N
XXX,EQ,3-Apr-06,12:22:20,200604033969196.00,S,4,4,2980,N
XXX,EQ,3-Apr-06,12:22:21,200604037462677.00,S,100,100,2980,N
XXX,EQ,3-Apr-06,12:22:23,200604030592845.00,S,38,38,2980,N
XXX,EQ,3-Apr-06,12:22:24,200604037462869.00,S,1,1,,Y
XXX,EQ,3-Apr-06,12:22:27,200604037463024.00,B,1,1,,Y
XXX,EQ,3-Apr-06,12:22:28,200604030606322.00,B,31,31,2980.05,N
XXX,EQ,3-Apr-06,12:22:28,200604037463127.00,S,2,2,2980,N
XXX,EQ,3-Apr-06,12:22:30,200604030599767.00,S,40,40,2988,N
XXX,EQ,3-Apr-06,12:22:30,200604030602067.00,S,20,20,2982.9,N
XXX,EQ,3-Apr-06,12:22:30,200604030602292.00,S,10,10,2982,N
XXX,EQ,3-Apr-06,12:22:31,200604037463280.00,B,1,1,2980,N
XXX,EQ,3-Apr-06,12:22:34,200604030606322.00,B,5,31,2980.05,N
XXX,EQ,3-Apr-06,12:22:35,200604033982768.00,S,1,1,2984.95,N
XXX,EQ,3-Apr-06,12:22:44,200604030607044.00,B,10,10,2980,N
XXX,EQ,3-Apr-06,12:22:46,200604033983318.00,B,20,20,2975.15,N
XXX,EQ,3-Apr-06,12:22:51,200604037464550.00,S,10,10,2980.05,N
XXX,EQ,3-Apr-06,12:22:52,200604030607044.00,B,10,10,2980,N
XXX,EQ,3-Apr-06,12:22:56,200604030607569.00,S,300,300,2984,N
XXX,EQ,3-Apr-06,12:22:58,200604030607648.00,S,180,180,2980,N
XXX,EQ,3-Apr-06,12:23:02,200604037465202.00,S,200,200,2980,N
XXX,EQ,3-Apr-06,12:23:03,200604033984133.00,B,20,200,2981,N
XXX,EQ,3-Apr-06,12:23:07,200604030608073.00,S,200,200,2980,N
XXX,EQ,3-Apr-06,12:23:08,200604030608121.00,S,10,10,2980,N
XXX,EQ,3-Apr-06,12:23:08,200604037454415.00,B,40,400,2975.1,N
XXX,EQ,3-Apr-06,12:23:13,200604030608358.00,B,20,200,2975.1,N
XXX,EQ,3-Apr-06,12:23:14,200604030607569.00,S,300,300,2984,N
XXX,EQ,3-Apr-06,12:23:15,200604037466003.00,B,40,400,2970.1,N
XXX,EQ,3-Apr-06,12:23:15,200604037466011.00,S,20,20,2980,N
XXX,EQ,3-Apr-06,12:23:18,200604030608561.00,B,5,5,2981,N
XXX,EQ,3-Apr-06,12:23:18,200604037466179.00,S,1,1,,Y
XXX,EQ,3-Apr-06,12:23:19,200604037466236.00,B,1,1,,Y
XXX,EQ,3-Apr-06,12:23:21,200604030608718.00,S,200,200,2980,N
XXX,EQ,3-Apr-06,12:23:22,200604030608756.00,S,2,2,2980,N
XXX,EQ,3-Apr-06,12:23:25,200604030522647.00,S,5,5,3000,N
XXX,EQ,3-Apr-06,12:23:25,200604030541411.00,S,5,5,2990,N
XXX,EQ,3-Apr-06,12:23:25,200604037466678.00,S,20,20,2981,N
XXX,EQ,3-Apr-06,12:23:27,200604033985371.00,S,100,100,2980,N
XXX,EQ,3-Apr-06,12:23:29,200604030609075.00,S,10,10,2980.05,N
XXX,EQ,3-Apr-06,12:23:30,200604033985492.00,B,200,200,2976,N
XXX,EQ,3-Apr-06,12:23:35,200604033985772.00,S,20,20,2982.9,N
XXX,EQ,3-Apr-06,12:23:36,200604030546259.00,S,50,50,2983,N
XXX,EQ,3-Apr-06,12:23:37,200604037467439.00,S,1,1,,Y
XXX,EQ,3-Apr-06,12:23:37,200604037467441.00,S,200,200,2983,N
XXX,EQ,3-Apr-06,12:23:38,200604037442274.00,S,5,5,2989,N
XXX,EQ,3-Apr-06,12:23:38,200604037467490.00,B,1,1,,Y
XXX,EQ,3-Apr-06,12:23:39,200604030609575.00,B,1,1,2980,N
XXX,EQ,3-Apr-06,12:23:43,200604037467920.00,S,2000,2000,2982.95,N
XXX,EQ,3-Apr-06,12:23:45,200604037467441.00,S,200,200,2983,N
XXX,EQ,3-Apr-06,12:23:45,200604037467920.00,S,2000,2000,2982.95,N
XXX,EQ,3-Apr-06,12:23:45,200604037468011.00,S,200,200,2981,N
XXX,EQ,3-Apr-06,12:23:48,200604030610024.00,S,5,50,2980,N
XXX,EQ,3-Apr-06,12:23:49,200604030609075.00,S,9,9,2980,N
XXX,EQ,3-Apr-06,12:23:50,200604033879845.00,S,25,25,2980,N
XXX,EQ,3-Apr-06,12:23:50,200604037466003.00,B,40,400,2970.1,N
XXX,EQ,3-Apr-06,12:23:51,200604030608358.00,B,50,200,2975.2,N
XXX,EQ,3-Apr-06,12:23:51,200604033986619.00,S,20,20,3040,N
XXX,EQ,3-Apr-06,12:23:52,200604037466678.00,S,20,20,2980,N
XXX,EQ,3-Apr-06,12:23:52,200604037468011.00,S,200,200,2980,N
XXX,EQ,3-Apr-06,12:23:54,200604030610319.00,B,1,1,2980,N
XXX,EQ,3-Apr-06,12:23:55,200604037468641.00,B,20,200,2975.1,N
XXX,EQ,3-Apr-06,12:23:56,200604030610388.00,B,1,1,2980,N
XXX,EQ,3-Apr-06,12:23:56,200604030610393.00,S,10,10,3100,N
XXX,EQ,3-Apr-06,12:23:59,200604033987049.00,B,100,100,,Y
XXX,EQ,3-Apr-06,12:24:01,200604037469105.00,S,1,1,2980,N
XXX,EQ,3-Apr-06,12:24:03,200604030610721.00,B,1,1,2975,N
XXX,EQ,3-Apr-06,12:24:06,200604033826615.00,S,20,190,2987.5,N
XXX,EQ,3-Apr-06,12:24:08,200604037469493.00,B,1,1,2980,N
XXX,EQ,3-Apr-06,12:24:09,200604037469553.00,S,3,3,3150,N
XXX,EQ,3-Apr-06,12:24:16,200604030608358.00,B,50,200,2976.05,N
XXX,EQ,3-Apr-06,12:24:17,200604033987999.00,S,25,25,2980.5,N
XXX,EQ,3-Apr-06,12:24:17,200604037470137.00,S,200,200,2984.95,N
XXX,EQ,3-Apr-06,12:24:25,200604033988406.00,S,1,1,2983.65,N
XXX,EQ,3-Apr-06,12:24:25,200604037468641.00,B,20,200,2975.25,N
XXX,EQ,3-Apr-06,12:24:26,200604030611817.00,S,200,200,2980,N
XXX,EQ,3-Apr-06,12:24:29,200604033988406.00,S,1,1,2983.65,N
XXX,EQ,3-Apr-06,12:24:29,200604033988610.00,S,10,10,2983,N
XXX,EQ,3-Apr-06,12:24:29,200604037470919.00,S,200,200,2980,N
XXX,EQ,3-Apr-06,12:24:34,200604037468641.00,B,20,200,2976.1,N
XXX,EQ,3-Apr-06,12:24:35,200604037470137.00,S,200,200,2984.95,N
