symbol,series,date,time,orno,bors,vd,vo,lp,mkt
XXX,EQ,5-Apr-06,10:19:06,200604056900695.00,B,100,100,3148,N
XXX,EQ,5-Apr-06,10:19:07,200604050105184.00,B,1,1,3119.95,N
XXX,EQ,5-Apr-06,10:19:07,200604050186686.00,S,20,200,3140,N
XXX,EQ,5-Apr-06,10:19:07,200604050187552.00,S,1,1,3160,N
XXX,EQ,5-Apr-06,10:19:07,200604050187606.00,S,10,10,3250.95,N
XXX,EQ,5-Apr-06,10:19:07,200604053538075.00,S,2,2,3130,N
XXX,EQ,5-Apr-06,10:19:07,200604056898895.00,S,10,10,3139.85,N
XXX,EQ,5-Apr-06,10:19:07,200604056899917.00,S,5,5,3145,N
XXX,EQ,5-Apr-06,10:19:07,200604056900728.00,B,2,2,3147.9,N
XXX,EQ,5-Apr-06,10:19:07,200604056900786.00,S,100,100,3140,N
XXX,EQ,5-Apr-06,10:19:07,200604056900819.00,B,1,1,3135,N
XXX,EQ,5-Apr-06,10:19:08,200604050187684.00,B,1,1,3130,N
XXX,EQ,5-Apr-06,10:19:08,200604050187727.00,S,200,200,3145,N
XXX,EQ,5-Apr-06,10:19:08,200604053538209.00,S,100,100,3140,N
XXX,EQ,5-Apr-06,10:19:08,200604056900964.00,S,1,1,3199,N
XXX,EQ,5-Apr-06,10:19:09,200604056901111.00,B,5,5,3142,N
XXX,EQ,5-Apr-06,10:19:10,200604050104980.00,S,1,1,3118,N
XXX,EQ,5-Apr-06,10:19:10,200604050186686.00,S,20,200,3139.8,N
XXX,EQ,5-Apr-06,10:19:10,200604050187913.00,B,100,100,3130.05,N
XXX,EQ,5-Apr-06,10:19:10,200604053538209.00,S,100,100,3139.95,N
XXX,EQ,5-Apr-06,10:19:11,200604050187727.00,S,200,200,3145,N
XXX,EQ,5-Apr-06,10:19:11,200604050187985.00,S,1,1,3140,N
XXX,EQ,5-Apr-06,10:19:11,200604056901324.00,S,100,100,3139,N
XXX,EQ,5-Apr-06,10:19:12,200604050187191.00,B,200,200,3135,N
XXX,EQ,5-Apr-06,10:19:12,200604053537140.00,S,305,305,3137,N
XXX,EQ,5-Apr-06,10:19:14,200604050184159.00,S,100,100,3149.9,N
XXX,EQ,5-Apr-06,10:19:14,200604050185348.00,S,32,32,3134,N
XXX,EQ,5-Apr-06,10:19:14,200604050187913.00,B,100,100,3130.05,N
XXX,EQ,5-Apr-06,10:19:14,200604050188275.00,S,5,5,3140,N
XXX,EQ,5-Apr-06,10:19:14,200604050188288.00,B,200,200,3130,N
XXX,EQ,5-Apr-06,10:19:14,200604050188332.00,B,1,1,3162,N
XXX,EQ,5-Apr-06,10:19:14,200604053537140.00,S,305,305,3137,N
XXX,EQ,5-Apr-06,10:19:14,200604053538741.00,S,25,25,3250,N
XXX,EQ,5-Apr-06,10:19:14,200604053538848.00,B,65,65,3131.1,N
XXX,EQ,5-Apr-06,10:19:14,200604056901762.00,S,10,10,3140,N
XXX,EQ,5-Apr-06,10:19:15,200604050187488.00,S,2,2,3140,N
XXX,EQ,5-Apr-06,10:19:15,200604050188379.00,S,5,5,3140,N
XXX,EQ,5-Apr-06,10:19:15,200604050188396.00,S,2,2,3146,N
XXX,EQ,5-Apr-06,10:19:15,200604053538943.00,S,100,100,3155,N
XXX,EQ,5-Apr-06,10:19:16,200604050188521.00,S,1,1,3160.05,N
XXX,EQ,5-Apr-06,10:19:16,200604053538997.00,S,2,2,,Y
XXX,EQ,5-Apr-06,10:19:16,200604053539026.00,S,10,10,3145,N
XXX,EQ,5-Apr-06,10:19:16,200604056901324.00,S,100,100,3139,N
XXX,EQ,5-Apr-06,10:19:16,200604056901972.00,B,25,25,3147.9,N
XXX,EQ,5-Apr-06,10:19:17,200604050186197.00,S,25,25,3142,N
XXX,EQ,5-Apr-06,10:19:17,200604053539149.00,S,5,5,3150,N
XXX,EQ,5-Apr-06,10:19:17,200604056900786.00,S,100,100,3140,N
XXX,EQ,5-Apr-06,10:19:18,200604050188653.00,S,1,1,3145,N
XXX,EQ,5-Apr-06,10:19:18,200604050188726.00,B,200,200,3140,N
XXX,EQ,5-Apr-06,10:19:18,200604050188734.00,B,20,100,3125.05,N
XXX,EQ,5-Apr-06,10:19:18,200604053539197.00,B,30,297,3130.2,N
XXX,EQ,5-Apr-06,10:19:18,200604053539248.00,B,15,15,,Y
XXX,EQ,5-Apr-06,10:19:18,200604056902307.00,B,75,75,3126,N
XXX,EQ,5-Apr-06,10:19:19,200604050188773.00,S,10,10,3146,N
XXX,EQ,5-Apr-06,10:19:19,200604056899917.00,S,5,5,3142,N
XXX,EQ,5-Apr-06,10:19:19,200604056902355.00,S,1,1,3165.35,N
XXX,EQ,5-Apr-06,10:19:20,200604050188653.00,S,1,1,3145,N
XXX,EQ,5-Apr-06,10:19:20,200604053539197.00,B,30,297,3140,N
XXX,EQ,5-Apr-06,10:19:20,200604053539506.00,S,10,10,3147.75,N
XXX,EQ,5-Apr-06,10:19:20,200604053539515.00,S,2,2,3137,N
XXX,EQ,5-Apr-06,10:19:21,200604050188952.00,B,200,200,3136,N
XXX,EQ,5-Apr-06,10:19:21,200604053539590.00,S,1,1,3135,N
XXX,EQ,5-Apr-06,10:19:22,200604050189065.00,S,1,1,3150,N
XXX,EQ,5-Apr-06,10:19:22,200604053539701.00,S,50,50,,Y
XXX,EQ,5-Apr-06,10:19:22,200604056902736.00,S,5,5,3160,N
XXX,EQ,5-Apr-06,10:19:22,200604056902808.00,S,3,3,3225,N
XXX,EQ,5-Apr-06,10:19:23,200604050189155.00,B,100,100,3135,N
XXX,EQ,5-Apr-06,10:19:23,200604050189202.00,B,400,400,3130.5,N
XXX,EQ,5-Apr-06,10:19:23,200604050189204.00,B,200,200,3135,N
XXX,EQ,5-Apr-06,10:19:23,200604053538848.00,B,63,63,3135.15,N
XXX,EQ,5-Apr-06,10:19:23,200604056902910.00,S,2,2,3135,N
XXX,EQ,5-Apr-06,10:19:24,200604050189211.00,S,200,200,3140,N
XXX,EQ,5-Apr-06,10:19:25,200604050187045.00,S,5,5,,Y
XXX,EQ,5-Apr-06,10:19:25,200604050189155.00,B,100,100,3135,N
XXX,EQ,5-Apr-06,10:19:25,200604053540005.00,S,1,1,3136,N
XXX,EQ,5-Apr-06,10:19:25,200604053540040.00,S,10,10,3152,N
XXX,EQ,5-Apr-06,10:19:26,200604050186238.00,S,1,1,3146,N
XXX,EQ,5-Apr-06,10:19:26,200604050189204.00,B,200,200,3135,N
XXX,EQ,5-Apr-06,10:19:26,200604050189211.00,S,200,200,3140,N
XXX,EQ,5-Apr-06,10:19:26,200604056903182.00,S,14,14,3175,N
XXX,EQ,5-Apr-06,10:19:27,200604050189506.00,S,1,1,3155,N
XXX,EQ,5-Apr-06,10:19:27,200604053538848.00,B,63,63,3136.1,N
XXX,EQ,5-Apr-06,10:19:27,200604053540197.00,S,100,100,3180,N
XXX,EQ,5-Apr-06,10:19:28,200604050189613.00,S,2,2,3200,N
XXX,EQ,5-Apr-06,10:19:28,200604053540343.00,B,50,50,3137,N
XXX,EQ,5-Apr-06,10:19:28,200604056903506.00,B,75,75,3137,N
XXX,EQ,5-Apr-06,10:19:29,200604050189748.00,B,200,200,3140,N
XXX,EQ,5-Apr-06,10:19:29,200604053540474.00,S,1,1,3150,N
XXX,EQ,5-Apr-06,10:19:29,200604053540523.00,B,28,28,3137,N
XXX,EQ,5-Apr-06,10:19:29,200604056903550.00,B,20,200,3121.05,N
XXX,EQ,5-Apr-06,10:19:29,200604056903656.00,B,5,5,3108,N
XXX,EQ,5-Apr-06,10:19:30,200604050041398.00,S,170,170,3170,N
XXX,EQ,5-Apr-06,10:19:30,200604050185109.00,S,200,200,3150,N
XXX,EQ,5-Apr-06,10:19:30,200604056903721.00,S,1,1,3175,N
XXX,EQ,5-Apr-06,10:19:31,200604050189890.00,S,1,1,3155,N
XXX,EQ,5-Apr-06,10:19:31,200604053540691.00,S,1,1,3136,N
XXX,EQ,5-Apr-06,10:19:31,200604053540719.00,B,10,10,3137,N
XXX,EQ,5-Apr-06,10:19:31,200604056903848.00,B,1,1,3137,N
XXX,EQ,5-Apr-06,10:19:31,200604056903851.00,S,100,100,3156,N
XXX,EQ,5-Apr-06,10:19:32,200604053540857.00,S,5,5,3149,N
XXX,EQ,5-Apr-06,10:19:32,200604053540875.00,S,20,20,3146,N
XXX,EQ,5-Apr-06,10:19:33,200604053538848.00,B,63,63,3140.15,N
XXX,EQ,5-Apr-06,10:19:33,200604053540939.00,S,1,1,3135,N
XXX,EQ,5-Apr-06,10:19:33,200604053540993.00,B,1,1,3137,N
XXX,EQ,5-Apr-06,10:19:34,200604050186197.00,S,25,25,3134,N
XXX,EQ,5-Apr-06,10:19:34,200604050190166.00,B,1,1,3105,N
XXX,EQ,5-Apr-06,10:19:34,200604056904210.00,B,1,1,,Y
XXX,EQ,5-Apr-06,10:19:35,200604050188773.00,S,10,10,3146,N
XXX,EQ,5-Apr-06,10:19:36,200604050190428.00,S,25,25,3180,N
XXX,EQ,5-Apr-06,10:19:36,200604050190460.00,B,1,1,3110,N
XXX,EQ,5-Apr-06,10:19:36,200604053541323.00,S,11,11,3150,N
XXX,EQ,5-Apr-06,10:19:36,200604056903848.00,B,1,1,3137,N
XXX,EQ,5-Apr-06,10:19:36,200604056904413.00,B,2,2,3125,N
XXX,EQ,5-Apr-06,10:19:37,200604050190498.00,B,9,9,3150,N
XXX,EQ,5-Apr-06,10:19:37,200604053540523.00,B,28,28,3140.05,N
XXX,EQ,5-Apr-06,10:19:37,200604056904653.00,B,10,10,3158,N
XXX,EQ,5-Apr-06,10:19:38,200604050190603.00,B,1,1,3111,N
XXX,EQ,5-Apr-06,10:19:38,200604056903506.00,B,75,75,3140.25,N
XXX,EQ,5-Apr-06,10:19:39,200604050190759.00,B,1,1,3120,N
XXX,EQ,5-Apr-06,10:19:39,200604053541598.00,S,25,25,3140,N
XXX,EQ,5-Apr-06,10:19:41,200604050190870.00,B,1,1,3140,N
XXX,EQ,5-Apr-06,10:19:41,200604056905041.00,B,10,10,3130,N
XXX,EQ,5-Apr-06,10:19:41,200604056905062.00,S,5,5,3135,N
XXX,EQ,5-Apr-06,10:19:42,200604050190971.00,B,1,1,3125,N
XXX,EQ,5-Apr-06,10:19:42,200604053541847.00,S,1,2,3145,N
XXX,EQ,5-Apr-06,10:19:43,200604050191112.00,B,1,1,3130,N
XXX,EQ,5-Apr-06,10:19:43,200604053541974.00,S,1,1,3140.25,N
XXX,EQ,5-Apr-06,10:19:43,200604053542016.00,S,5,5,3149,N
XXX,EQ,5-Apr-06,10:19:43,200604056905423.00,S,20,200,3149.9,N
XXX,EQ,5-Apr-06,10:19:44,200604050191241.00,B,1,1,3135,N
XXX,EQ,5-Apr-06,10:19:44,200604053540875.00,S,20,20,,Y
XXX,EQ,5-Apr-06,10:19:45,200604053538848.00,B,38,38,3140.45,N
XXX,EQ,5-Apr-06,10:19:45,200604053542271.00,S,50,50,3145,N
XXX,EQ,5-Apr-06,10:19:45,200604056905641.00,S,500,500,3130,N
XXX,EQ,5-Apr-06,10:19:48,200604050191560.00,S,1,1,3150,N
XXX,EQ,5-Apr-06,10:19:48,200604056902307.00,B,75,75,3126,N
XXX,EQ,5-Apr-06,10:19:49,200604050191676.00,B,1,1,3140,N
XXX,EQ,5-Apr-06,10:19:50,200604050191737.00,S,10,10,3140.25,N
XXX,EQ,5-Apr-06,10:19:50,200604053542816.00,B,100,1000,3140,N
XXX,EQ,5-Apr-06,10:19:51,200604050191809.00,S,25,25,3150,N
XXX,EQ,5-Apr-06,10:19:51,200604056906373.00,B,10,10,3130.5,N
XXX,EQ,5-Apr-06,10:19:52,200604053542984.00,S,50,50,3138,N
XXX,EQ,5-Apr-06,10:19:53,200604050191993.00,S,100,100,3100,N
XXX,EQ,5-Apr-06,10:19:54,200604050192112.00,S,1,1,3145,N
XXX,EQ,5-Apr-06,10:19:54,200604050192134.00,B,10,10,3142,N
XXX,EQ,5-Apr-06,10:19:54,200604053543198.00,B,5,5,,Y
XXX,EQ,5-Apr-06,10:19:54,200604053543262.00,B,10,10,3020,N
XXX,EQ,5-Apr-06,10:19:54,200604056906750.00,S,10,10,3140.25,N
XXX,EQ,5-Apr-06,10:19:55,200604053543382.00,S,5,5,3163,N
XXX,EQ,5-Apr-06,10:19:56,200604050192277.00,S,1,1,3150,N
XXX,EQ,5-Apr-06,10:19:56,200604056906975.00,S,2,2,3150,N
XXX,EQ,5-Apr-06,10:19:57,200604050188734.00,B,20,100,3125.05,N
XXX,EQ,5-Apr-06,10:19:57,200604050192348.00,S,1,1,3175,N
XXX,EQ,5-Apr-06,10:19:57,200604053543507.00,B,25,25,3122.25,N
XXX,EQ,5-Apr-06,10:19:57,200604056907040.00,B,25,25,3150,N
XXX,EQ,5-Apr-06,10:19:58,200604050192437.00,S,1,1,3155,N
XXX,EQ,5-Apr-06,10:19:58,200604050192456.00,B,50,50,3136.1,N
XXX,EQ,5-Apr-06,10:19:58,200604050192488.00,B,5,5,3135,N
XXX,EQ,5-Apr-06,10:19:58,200604053543650.00,B,24,200,3121,N
XXX,EQ,5-Apr-06,10:19:58,200604056907217.00,S,25,25,3140.25,N
XXX,EQ,5-Apr-06,10:19:59,200604050192592.00,S,1,1,3160,N
XXX,EQ,5-Apr-06,10:19:59,200604056907377.00,B,38,383,,Y
XXX,EQ,5-Apr-06,10:19:59,200604056907378.00,S,25,25,3200,N
XXX,EQ,5-Apr-06,10:19:59,200604056907390.00,B,10,10,3140,N
XXX,EQ,5-Apr-06,10:20:00,200604053543887.00,S,4,4,3140.25,N
XXX,EQ,5-Apr-06,10:20:01,200604050192456.00,B,50,50,3136.1,N
XXX,EQ,5-Apr-06,10:20:01,200604050192742.00,B,10,10,3145.1,N
XXX,EQ,5-Apr-06,10:20:01,200604050192778.00,B,1,1,3140,N
XXX,EQ,5-Apr-06,10:20:02,200604050192807.00,S,20,100,3149.95,N
XXX,EQ,5-Apr-06,10:20:03,200604056907868.00,S,10,10,3140,N
XXX,EQ,5-Apr-06,10:20:04,200604050193019.00,B,35,35,3125,N
XXX,EQ,5-Apr-06,10:20:05,200604053544437.00,S,1,1,3160,N
XXX,EQ,5-Apr-06,10:20:05,200604056908161.00,S,10,10,3140.25,N
XXX,EQ,5-Apr-06,10:20:06,200604050192807.00,S,20,101,3149.95,N
XXX,EQ,5-Apr-06,10:20:06,200604050193172.00,S,50,50,3150,N
XXX,EQ,5-Apr-06,10:20:06,200604053544556.00,S,10,10,3150,N
XXX,EQ,5-Apr-06,10:20:06,200604053544561.00,S,1,2,3160,N
XXX,EQ,5-Apr-06,10:20:07,200604056908412.00,S,5,5,3150,N
XXX,EQ,5-Apr-06,10:20:08,200604050193398.00,B,400,400,3140.05,N
XXX,EQ,5-Apr-06,10:20:08,200604056908493.00,B,5,5,3135,N
XXX,EQ,5-Apr-06,10:20:09,200604053543650.00,B,24,200,3121,N
XXX,EQ,5-Apr-06,10:20:09,200604053544836.00,S,1,2,3170,N
XXX,EQ,5-Apr-06,10:20:11,200604050193722.00,S,1,1,3150,N
XXX,EQ,5-Apr-06,10:20:11,200604053545041.00,S,1,2,3190,N
XXX,EQ,5-Apr-06,10:20:11,200604053545091.00,S,1,1,3165,N
XXX,EQ,5-Apr-06,10:20:11,200604056908873.00,B,114,114,3145,N
XXX,EQ,5-Apr-06,10:20:12,200604056909014.00,S,2,2,3135,N
XXX,EQ,5-Apr-06,10:20:13,200604050193837.00,S,1,1,3150,N
XXX,EQ,5-Apr-06,10:20:14,200604050193398.00,B,400,400,3140.05,N
XXX,EQ,5-Apr-06,10:20:14,200604050193974.00,S,1,1,3155,N
XXX,EQ,5-Apr-06,10:20:14,200604050193987.00,S,1,1,3165,N
XXX,EQ,5-Apr-06,10:20:14,200604056908873.00,B,114,114,3145,N
XXX,EQ,5-Apr-06,10:20:15,200604050194006.00,S,1,1,3145,N
XXX,EQ,5-Apr-06,10:20:15,200604053542816.00,B,100,1000,3140,N
XXX,EQ,5-Apr-06,10:20:16,200604050194104.00,S,1,1,3160,N
XXX,EQ,5-Apr-06,10:20:16,200604053545651.00,S,20,20,3146,N
XXX,EQ,5-Apr-06,10:20:17,200604050189202.00,B,400,400,3130.5,N
XXX,EQ,5-Apr-06,10:20:17,200604050194176.00,S,1,1,3170,N
XXX,EQ,5-Apr-06,10:20:17,200604050194258.00,B,1,1,3140,N
XXX,EQ,5-Apr-06,10:20:17,200604056909596.00,S,25,25,3154,N
XXX,EQ,5-Apr-06,10:20:19,200604050194367.00,B,15,15,3149.9,N
XXX,EQ,5-Apr-06,10:20:19,200604050194441.00,S,10,10,3250,N
XXX,EQ,5-Apr-06,10:20:19,200604056909863.00,B,15,102,3142,N
XXX,EQ,5-Apr-06,10:20:20,200604050194523.00,S,4,4,,Y
XXX,EQ,5-Apr-06,10:20:20,200604053546094.00,S,5,5,3163,N
XXX,EQ,5-Apr-06,10:20:20,200604053546117.00,B,2,2,,Y
XXX,EQ,5-Apr-06,10:20:20,200604056909997.00,S,10,10,3140,N
XXX,EQ,5-Apr-06,10:20:21,200604050188288.00,B,200,200,3130,N
XXX,EQ,5-Apr-06,10:20:21,200604050194581.00,S,1,1,3180,N
XXX,EQ,5-Apr-06,10:20:21,200604056910161.00,S,10,10,3140,N
XXX,EQ,5-Apr-06,10:20:22,200604050188952.00,B,200,200,3136,N
XXX,EQ,5-Apr-06,10:20:22,200604053546386.00,S,10,10,3149,N
XXX,EQ,5-Apr-06,10:20:22,200604056910342.00,S,3,3,3140,N
XXX,EQ,5-Apr-06,10:20:23,200604050194788.00,B,500,500,3141,N
XXX,EQ,5-Apr-06,10:20:24,200604056786756.00,S,25,25,3155,N
XXX,EQ,5-Apr-06,10:20:24,200604056910621.00,S,150,150,3170,N
XXX,EQ,5-Apr-06,10:20:25,200604056910759.00,B,50,50,,Y
XXX,EQ,5-Apr-06,10:20:26,200604050195019.00,S,1,1,3140,N
XXX,EQ,5-Apr-06,10:20:26,200604053546821.00,S,1,1,3160,N
XXX,EQ,5-Apr-06,10:20:26,200604056910877.00,S,3,3,3155,N
XXX,EQ,5-Apr-06,10:20:27,200604050192807.00,S,20,101,3145.95,N
XXX,EQ,5-Apr-06,10:20:27,200604050195149.00,S,20,20,3153,N
XXX,EQ,5-Apr-06,10:20:27,200604056905423.00,S,20,200,3149.9,N
XXX,EQ,5-Apr-06,10:20:27,200604056910938.00,S,2,2,3199,N
XXX,EQ,5-Apr-06,10:20:28,200604050195185.00,S,5,5,3140,N
XXX,EQ,5-Apr-06,10:20:28,200604053547009.00,S,1,1,3170,N
XXX,EQ,5-Apr-06,10:20:29,200604056911281.00,S,55,500,3149,N
XXX,EQ,5-Apr-06,10:20:34,200604056911880.00,S,20,20,3138,N
XXX,EQ,5-Apr-06,10:20:35,200604053547822.00,B,1,2,3130,N
XXX,EQ,5-Apr-06,10:20:37,200604053548025.00,B,1,2,3125,N
XXX,EQ,5-Apr-06,10:20:38,200604050196142.00,B,1,1,3145,N
XXX,EQ,5-Apr-06,10:20:39,200604050196292.00,B,50,50,3135,N
XXX,EQ,5-Apr-06,10:20:40,200604050196328.00,S,200,200,3145,N
XXX,EQ,5-Apr-06,10:20:40,200604050196376.00,S,1,1,3142,N
XXX,EQ,5-Apr-06,10:20:40,200604053548288.00,B,1,2,3120,N
XXX,EQ,5-Apr-06,10:20:44,200604050192807.00,S,20,101,3148.9,N
XXX,EQ,5-Apr-06,10:20:44,200604050196739.00,S,200,200,3145,N
XXX,EQ,5-Apr-06,10:20:45,200604050196912.00,S,1,1,3147,N
XXX,EQ,5-Apr-06,10:20:45,200604053548885.00,B,1,2,3122,N
XXX,EQ,5-Apr-06,10:20:46,200604056913389.00,S,25,25,3140,N
XXX,EQ,5-Apr-06,10:20:46,200604056913419.00,B,20,20,3145.95,N
XXX,EQ,5-Apr-06,10:20:47,200604050197067.00,S,1,1,3150,N
XXX,EQ,5-Apr-06,10:20:49,200604050192807.00,S,20,101,3144.95,N
XXX,EQ,5-Apr-06,10:20:49,200604050196739.00,S,200,200,3145,N
XXX,EQ,5-Apr-06,10:20:49,200604053549230.00,S,5,5,,Y
XXX,EQ,5-Apr-06,10:20:49,200604053549270.00,S,1,1,3175,N
XXX,EQ,5-Apr-06,10:20:51,200604050197447.00,B,10,100,3142.05,N
XXX,EQ,5-Apr-06,10:20:53,200604056914302.00,S,25,25,3149,N
XXX,EQ,5-Apr-06,10:20:54,200604056914467.00,S,20,20,3160.1,N
XXX,EQ,5-Apr-06,10:20:55,200604056914617.00,B,100,100,3145,N
XXX,EQ,5-Apr-06,10:20:56,200604050197883.00,S,5,5,3146,N
XXX,EQ,5-Apr-06,10:20:56,200604056914778.00,S,1,1,,Y
XXX,EQ,5-Apr-06,10:20:57,200604053550083.00,S,5,5,3173,N
XXX,EQ,5-Apr-06,10:20:57,200604056914876.00,B,54,54,3145,N
XXX,EQ,5-Apr-06,10:20:59,200604050196328.00,S,200,200,3145,N
XXX,EQ,5-Apr-06,10:20:59,200604050198258.00,B,200,200,3146,N
XXX,EQ,5-Apr-06,10:20:59,200604053550243.00,S,2,2,3200,N
XXX,EQ,5-Apr-06,10:20:59,200604053550314.00,S,10,10,3170,N
XXX,EQ,5-Apr-06,10:20:59,200604056903550.00,B,20,200,3121.05,N
XXX,EQ,5-Apr-06,10:20:59,200604056909863.00,B,15,102,3142,N
XXX,EQ,5-Apr-06,10:20:59,200604056915108.00,B,300,300,3147,N
XXX,EQ,5-Apr-06,10:21:00,200604050198279.00,S,2,2,3140.25,N
XXX,EQ,5-Apr-06,10:21:00,200604053550373.00,S,10,10,,Y
XXX,EQ,5-Apr-06,10:21:01,200604056915108.00,B,300,300,3147,N
XXX,EQ,5-Apr-06,10:21:02,200604050198474.00,B,10,10,3125.1,N
XXX,EQ,5-Apr-06,10:21:03,200604050198628.00,B,1,1,3135,N
XXX,EQ,5-Apr-06,10:21:03,200604053550698.00,S,6,6,3180,N
XXX,EQ,5-Apr-06,10:21:03,200604056915572.00,B,50,50,3140.25,N
XXX,EQ,5-Apr-06,10:21:05,200604050198737.00,S,126,126,3148,N
XXX,EQ,5-Apr-06,10:21:05,200604053550887.00,B,109,109,3152.25,N
XXX,EQ,5-Apr-06,10:21:06,200604050198852.00,B,400,400,3150,N
XXX,EQ,5-Apr-06,10:21:06,200604050198904.00,S,5,5,3140,N
XXX,EQ,5-Apr-06,10:21:07,200604050198939.00,B,200,200,3150,N
XXX,EQ,5-Apr-06,10:21:07,200604053551150.00,S,1,1,3147,N
XXX,EQ,5-Apr-06,10:21:07,200604053551174.00,B,20,20,3149,N
XXX,EQ,5-Apr-06,10:21:07,200604056916179.00,B,10,10,3149,N
XXX,EQ,5-Apr-06,10:21:09,200604050199220.00,B,200,200,3150,N
XXX,EQ,5-Apr-06,10:21:09,200604050199221.00,B,200,200,3150,N
XXX,EQ,5-Apr-06,10:21:09,200604053535403.00,B,60,60,3153,N
XXX,EQ,5-Apr-06,10:21:09,200604053551339.00,S,5,5,3173,N
XXX,EQ,5-Apr-06,10:21:09,200604053551361.00,B,110,110,3149,N
XXX,EQ,5-Apr-06,10:21:09,200604053551401.00,B,150,150,3153,N
XXX,EQ,5-Apr-06,10:21:09,200604056916369.00,B,200,200,3150,N
XXX,EQ,5-Apr-06,10:21:09,200604056916459.00,S,18,18,3152,N
XXX,EQ,5-Apr-06,10:21:11,200604050199220.00,B,200,200,3150,N
XXX,EQ,5-Apr-06,10:21:11,200604050199350.00,B,400,400,3150,N
XXX,EQ,5-Apr-06,10:21:11,200604050199364.00,B,400,400,3150,N
XXX,EQ,5-Apr-06,10:21:11,200604050199387.00,B,1,1,3150,N
XXX,EQ,5-Apr-06,10:21:11,200604053551569.00,B,10,10,,Y
XXX,EQ,5-Apr-06,10:21:12,200604050199221.00,B,200,200,3150,N
XXX,EQ,5-Apr-06,10:21:12,200604050199364.00,B,400,400,3150,N
XXX,EQ,5-Apr-06,10:21:12,200604053551758.00,B,5,5,3149,N
XXX,EQ,5-Apr-06,10:21:14,200604050199696.00,S,1,1,3155,N
XXX,EQ,5-Apr-06,10:21:14,200604053551940.00,B,300,300,3156,N
XXX,EQ,5-Apr-06,10:21:15,200604050199350.00,B,400,400,3150,N
XXX,EQ,5-Apr-06,10:21:15,200604050199747.00,S,1,1,3160,N
XXX,EQ,5-Apr-06,10:21:15,200604050199755.00,S,1,1,3155,N
XXX,EQ,5-Apr-06,10:21:15,200604050199758.00,S,1,1,3159,N
XXX,EQ,5-Apr-06,10:21:15,200604056916369.00,B,200,200,3150,N
XXX,EQ,5-Apr-06,10:21:15,200604056917206.00,S,200,200,3154,N
XXX,EQ,5-Apr-06,10:21:16,200604053552129.00,B,1,1,3150,N
XXX,EQ,5-Apr-06,10:21:16,200604056906373.00,B,10,10,3130.5,N
XXX,EQ,5-Apr-06,10:21:16,200604056917252.00,S,1,1,3155,N
XXX,EQ,5-Apr-06,10:21:17,200604053552236.00,B,50,50,3148,N
XXX,EQ,5-Apr-06,10:21:17,200604056915572.00,B,50,50,3140.25,N
XXX,EQ,5-Apr-06,10:21:17,200604056917399.00,S,1,1,3160,N
XXX,EQ,5-Apr-06,10:21:18,200604056917526.00,S,1,1,3165,N
XXX,EQ,5-Apr-06,10:21:19,200604050200125.00,S,1,1,3153,N
XXX,EQ,5-Apr-06,10:21:19,200604053551174.00,B,20,20,3149,N
XXX,EQ,5-Apr-06,10:21:19,200604053552490.00,S,20,20,3147,N
XXX,EQ,5-Apr-06,10:21:19,200604056830266.00,B,50,50,3090,N
XXX,EQ,5-Apr-06,10:21:20,200604050200210.00,S,1,1,3170,N
XXX,EQ,5-Apr-06,10:21:20,200604056917743.00,S,25,25,3159,N
XXX,EQ,5-Apr-06,10:21:20,200604056917772.00,S,1,1,3153,N
XXX,EQ,5-Apr-06,10:21:21,200604050200354.00,S,5,5,3155,N
XXX,EQ,5-Apr-06,10:21:21,200604053479982.00,B,12,62,3130.3,N
XXX,EQ,5-Apr-06,10:21:21,200604056917206.00,S,200,200,3154,N
XXX,EQ,5-Apr-06,10:21:21,200604056917972.00,S,1,1,3151,N
XXX,EQ,5-Apr-06,10:21:22,200604050200363.00,S,4,4,3153,N
XXX,EQ,5-Apr-06,10:21:22,200604050200380.00,S,1,1,3180,N
XXX,EQ,5-Apr-06,10:21:22,200604050200401.00,S,1,1,3155,N
XXX,EQ,5-Apr-06,10:21:23,200604050124956.00,B,200,200,3090.25,N
XXX,EQ,5-Apr-06,10:21:23,200604050198258.00,B,200,200,3146,N
XXX,EQ,5-Apr-06,10:21:23,200604050200502.00,B,1,1,3150,N
XXX,EQ,5-Apr-06,10:21:23,200604053552940.00,B,100,100,3150,N
XXX,EQ,5-Apr-06,10:21:24,200604050200576.00,B,400,400,3150,N
XXX,EQ,5-Apr-06,10:21:24,200604050200597.00,B,1,1,3150,N
XXX,EQ,5-Apr-06,10:21:24,200604050200604.00,B,50,50,3150,N
XXX,EQ,5-Apr-06,10:21:24,200604050200636.00,S,10,10,3165,N
XXX,EQ,5-Apr-06,10:21:24,200604056916179.00,B,10,10,3149,N
XXX,EQ,5-Apr-06,10:21:24,200604056918248.00,S,10,10,3160,N
XXX,EQ,5-Apr-06,10:21:25,200604050200576.00,B,400,400,3150,N
XXX,EQ,5-Apr-06,10:21:25,200604050200648.00,B,1,1,3140,N
XXX,EQ,5-Apr-06,10:21:25,200604053553152.00,S,10,10,3160,N
XXX,EQ,5-Apr-06,10:21:25,200604053553184.00,S,25,25,3200,N
XXX,EQ,5-Apr-06,10:21:25,200604056918430.00,S,1,1,3155,N
XXX,EQ,5-Apr-06,10:21:26,200604050169222.00,B,800,800,3080.2,N
XXX,EQ,5-Apr-06,10:21:26,200604050200780.00,B,1,1,3130,N
