symbol,series,date,time,tno,p,vol,bno,sno
XXX,EQ,3-Apr-06,15:11:46,200604030947297.00,3075,4,200604034475194.00,200604034473711.00
XXX,EQ,3-Apr-06,15:11:46,200604030947298.00,3076,200,200604034475194.00,200604031069933.00
XXX,EQ,3-Apr-06,15:11:46,200604030947299.00,3076,1,200604034475194.00,200604038053624.00
XXX,EQ,3-Apr-06,15:11:46,200604030947300.00,3076,1,200604034475194.00,200604038053676.00
XXX,EQ,3-Apr-06,15:11:47,200604030947392.00,3076,1,200604034475194.00,200604031072008.00
XXX,EQ,3-Apr-06,15:11:47,200604030947412.00,3076,10,200604034475194.00,200604034475297.00
XXX,EQ,3-Apr-06,15:11:48,200604030947556.00,3076,100,200604034475194.00,200604034475389.00
XXX,EQ,3-Apr-06,15:11:49,200604030947665.00,3076,1,200604034475194.00,200604031072134.00
XXX,EQ,3-Apr-06,15:11:49,200604030947711.00,3076,50,200604034475194.00,200604038056047.00
XXX,EQ,3-Apr-06,15:11:50,200604030947805.00,3077,1,200604031071942.00,200604034473267.00
XXX,EQ,3-Apr-06,15:11:50,200604030947806.00,3078,1,200604031071942.00,200604034472927.00
XXX,EQ,3-Apr-06,15:11:50,200604030947807.00,3079,3,200604031071942.00,200604037994694.00
XXX,EQ,3-Apr-06,15:11:50,200604030947808.00,3079,5,200604031071942.00,200604034466441.00
XXX,EQ,3-Apr-06,15:11:50,200604030947809.00,3079,1,200604031071942.00,200604038053484.00
XXX,EQ,3-Apr-06,15:11:50,200604030947810.00,3079.9,10,200604031071942.00,200604031066403.00
XXX,EQ,3-Apr-06,15:11:50,200604030947811.00,3079.95,1,200604031071942.00,200604031065647.00
XXX,EQ,3-Apr-06,15:11:50,200604030947812.00,3079.95,94,200604031071942.00,200604031069378.00
XXX,EQ,3-Apr-06,15:11:50,200604030947813.00,3080,5,200604031071942.00,200604033851478.00
XXX,EQ,3-Apr-06,15:11:50,200604030947814.00,3080,1,200604031071942.00,200604037477002.00
XXX,EQ,3-Apr-06,15:11:50,200604030947815.00,3080,1,200604031071942.00,200604030673735.00
XXX,EQ,3-Apr-06,15:11:50,200604030947816.00,3080,1,200604031071942.00,200604030854688.00
XXX,EQ,3-Apr-06,15:11:50,200604030947817.00,3080,5,200604031071942.00,200604031021291.00
XXX,EQ,3-Apr-06,15:11:50,200604030947818.00,3080,50,200604031071942.00,200604031024883.00
XXX,EQ,3-Apr-06,15:11:50,200604030947819.00,3080,1,200604031071942.00,200604038016316.00
XXX,EQ,3-Apr-06,15:11:50,200604030947820.00,3080,1,200604031071942.00,200604038018129.00
XXX,EQ,3-Apr-06,15:11:50,200604030947821.00,3080,1,200604031071942.00,200604038019206.00
XXX,EQ,3-Apr-06,15:11:50,200604030947822.00,3080,1,200604031071942.00,200604034446170.00
XXX,EQ,3-Apr-06,15:11:50,200604030947823.00,3080,17,200604031071942.00,200604038025685.00
XXX,EQ,3-Apr-06,15:11:51,200604030947931.00,3076,2,200604034475194.00,200604038050427.00
XXX,EQ,3-Apr-06,15:11:51,200604030947950.00,3076,5,200604034475194.00,200604031072339.00
XXX,EQ,3-Apr-06,15:11:51,200604030947952.00,3076,21,200604034475194.00,200604038056226.00
XXX,EQ,3-Apr-06,15:11:51,200604030947953.00,3075.25,29,200604031071914.00,200604038056226.00
XXX,EQ,3-Apr-06,15:11:52,200604030948007.00,3075.25,4,200604031071914.00,200604031072379.00
XXX,EQ,3-Apr-06,15:11:52,200604030948011.00,3075.25,10,200604031071914.00,200604038056259.00
XXX,EQ,3-Apr-06,15:11:52,200604030948016.00,3080,1,200604038056268.00,200604038025685.00
XXX,EQ,3-Apr-06,15:11:53,200604030948244.00,3080,1,200604038056320.00,200604038025685.00
XXX,EQ,3-Apr-06,15:11:53,200604030948401.00,3075.25,1,200604031071914.00,200604034475752.00
XXX,EQ,3-Apr-06,15:11:53,200604030948403.00,3075.25,15,200604031071914.00,200604034475761.00
XXX,EQ,3-Apr-06,15:11:54,200604030948428.00,3078,1,200604038056407.00,200604034475746.00
XXX,EQ,3-Apr-06,15:11:54,200604030948438.00,3078,1,200604038056419.00,200604034475746.00
XXX,EQ,3-Apr-06,15:11:54,200604030948450.00,3075.25,5,200604031071914.00,200604038056425.00
XXX,EQ,3-Apr-06,15:11:54,200604030948457.00,3078,20,200604031072049.00,200604034475746.00
XXX,EQ,3-Apr-06,15:11:54,200604030948466.00,3075.25,1,200604031071914.00,200604034475833.00
XXX,EQ,3-Apr-06,15:11:55,200604030948571.00,3075.25,9,200604031071914.00,200604031072593.00
XXX,EQ,3-Apr-06,15:11:56,200604030948579.00,3075.25,10,200604031071914.00,200604031072611.00
XXX,EQ,3-Apr-06,15:11:56,200604030948649.00,3075.25,5,200604031071914.00,200604034475974.00
XXX,EQ,3-Apr-06,15:11:56,200604030948654.00,3078,1,200604034475980.00,200604034475746.00
XXX,EQ,3-Apr-06,15:11:56,200604030948658.00,3075.25,1,200604031071914.00,200604038053996.00
XXX,EQ,3-Apr-06,15:11:57,200604030948712.00,3078,6,200604031072698.00,200604034475746.00
XXX,EQ,3-Apr-06,15:11:57,200604030948722.00,3075.25,30,200604031071914.00,200604031072711.00
XXX,EQ,3-Apr-06,15:11:59,200604030948908.00,3075.25,80,200604031071914.00,200604034476148.00
XXX,EQ,3-Apr-06,15:11:59,200604030948909.00,3075,10,200604034475283.00,200604034476148.00
XXX,EQ,3-Apr-06,15:11:59,200604030948910.00,3075,25,200604038055888.00,200604034476148.00
XXX,EQ,3-Apr-06,15:11:59,200604030948911.00,3075,125,200604034475300.00,200604034476148.00
XXX,EQ,3-Apr-06,15:11:59,200604030948912.00,3075,1,200604038055969.00,200604034476148.00
XXX,EQ,3-Apr-06,15:11:59,200604030948913.00,3075,1,200604038056022.00,200604034476148.00
XXX,EQ,3-Apr-06,15:11:59,200604030948914.00,3075,25,200604034475625.00,200604034476148.00
XXX,EQ,3-Apr-06,15:11:59,200604030948915.00,3075,1,200604034475909.00,200604034476148.00
XXX,EQ,3-Apr-06,15:11:59,200604030948916.00,3074,1,200604038056157.00,200604034476148.00
XXX,EQ,3-Apr-06,15:11:59,200604030948917.00,3074,100,200604031072346.00,200604034476148.00
XXX,EQ,3-Apr-06,15:12:00,200604030948967.00,3074,1,200604038056876.00,200604034476148.00
XXX,EQ,3-Apr-06,15:12:00,200604030949023.00,3074,1,200604038056931.00,200604034476148.00
XXX,EQ,3-Apr-06,15:12:01,200604030949027.00,3074,1,200604038056932.00,200604034476148.00
XXX,EQ,3-Apr-06,15:12:01,200604030949037.00,3073,62,200604031071930.00,200604034476260.00
XXX,EQ,3-Apr-06,15:12:01,200604030949038.00,3073,5,200604034475684.00,200604034476260.00
XXX,EQ,3-Apr-06,15:12:01,200604030949039.00,3073,20,200604034476196.00,200604034476260.00
XXX,EQ,3-Apr-06,15:12:01,200604030949040.00,3072,1,200604038055600.00,200604034476260.00
XXX,EQ,3-Apr-06,15:12:01,200604030949041.00,3072,12,200604031071803.00,200604034476260.00
XXX,EQ,3-Apr-06,15:12:03,200604030949196.00,3072,50,200604031071803.00,200604034476345.00
XXX,EQ,3-Apr-06,15:12:03,200604030949294.00,3072,42,200604031071803.00,200604038056946.00
XXX,EQ,3-Apr-06,15:12:05,200604030949504.00,3072,1,200604038056118.00,200604034476537.00
XXX,EQ,3-Apr-06,15:12:05,200604030949505.00,3072,1,200604038057220.00,200604034476537.00
XXX,EQ,3-Apr-06,15:12:05,200604030949506.00,3072,3,200604038057271.00,200604034476537.00
XXX,EQ,3-Apr-06,15:12:05,200604030949507.00,3073.7,7,200604038057271.00,200604034476354.00
XXX,EQ,3-Apr-06,15:12:06,200604030949793.00,3070,1,200604038055383.00,200604031073394.00
XXX,EQ,3-Apr-06,15:12:06,200604030949794.00,3070,1,200604038055699.00,200604031073394.00
XXX,EQ,3-Apr-06,15:12:06,200604030949795.00,3070,1,200604031072742.00,200604031073394.00
XXX,EQ,3-Apr-06,15:12:06,200604030949796.00,3070,1,200604038057316.00,200604031073394.00
XXX,EQ,3-Apr-06,15:12:07,200604030949860.00,3070,1,200604031073440.00,200604031073394.00
XXX,EQ,3-Apr-06,15:12:08,200604030950074.00,3069,1,200604034474205.00,200604034475746.00
XXX,EQ,3-Apr-06,15:12:08,200604030950075.00,3068,1,200604038054525.00,200604034475746.00
XXX,EQ,3-Apr-06,15:12:08,200604030950076.00,3068,1,200604034474355.00,200604034475746.00
XXX,EQ,3-Apr-06,15:12:08,200604030950079.00,3068,1,200604038057524.00,200604034475746.00
XXX,EQ,3-Apr-06,15:12:11,200604030950407.00,3067,1,200604038053185.00,200604031073735.00
XXX,EQ,3-Apr-06,15:12:11,200604030950420.00,3068,40,200604031073743.00,200604034475746.00
XXX,EQ,3-Apr-06,15:12:11,200604030950421.00,3070,5,200604031073743.00,200604031073394.00
XXX,EQ,3-Apr-06,15:12:11,200604030950422.00,3070,1,200604031073743.00,200604038057697.00
XXX,EQ,3-Apr-06,15:12:12,200604030950442.00,3070,1,200604031073743.00,200604031073766.00
XXX,EQ,3-Apr-06,15:12:12,200604030950473.00,3070,9,200604031073743.00,200604031073549.00
XXX,EQ,3-Apr-06,15:12:13,200604030950507.00,3070,1,200604031073743.00,200604038057889.00
XXX,EQ,3-Apr-06,15:12:13,200604030950522.00,3070,10,200604031073743.00,200604031073852.00
XXX,EQ,3-Apr-06,15:12:15,200604030950675.00,3070,1,200604031073743.00,200604038058074.00
XXX,EQ,3-Apr-06,15:12:17,200604030950765.00,3072,5,200604038058204.00,200604031073459.00
XXX,EQ,3-Apr-06,15:12:17,200604030950766.00,3072,1,200604038058204.00,200604038057828.00
XXX,EQ,3-Apr-06,15:12:17,200604030950767.00,3072,20,200604038058204.00,200604036716126.00
XXX,EQ,3-Apr-06,15:12:17,200604030950768.00,3073,1,200604038058204.00,200604030716445.00
XXX,EQ,3-Apr-06,15:12:18,200604030950867.00,3073,23,200604038058204.00,200604031074190.00
XXX,EQ,3-Apr-06,15:12:18,200604030950903.00,3070.25,5,200604031074174.00,200604038058339.00
XXX,EQ,3-Apr-06,15:12:20,200604030951024.00,3072,1,200604038058455.00,200604031074190.00
XXX,EQ,3-Apr-06,15:12:20,200604030951030.00,3071.55,7,200604034477180.00,200604034477525.00
XXX,EQ,3-Apr-06,15:12:20,200604030951031.00,3070.25,21,200604031074174.00,200604034477525.00
XXX,EQ,3-Apr-06,15:12:22,200604030951204.00,3070.25,10,200604031074174.00,200604038055621.00
XXX,EQ,3-Apr-06,15:12:24,200604030951337.00,3070,1,200604038058293.00,200604038058754.00
XXX,EQ,3-Apr-06,15:12:24,200604030951338.00,3070,14,200604038058520.00,200604038058754.00
XXX,EQ,3-Apr-06,15:12:24,200604030951365.00,3070,10,200604038058520.00,200604031074568.00
XXX,EQ,3-Apr-06,15:12:24,200604030951411.00,3070,1,200604038058520.00,200604031074603.00
XXX,EQ,3-Apr-06,15:12:25,200604030951504.00,3070,1,200604038058520.00,200604038058910.00
XXX,EQ,3-Apr-06,15:12:27,200604030951663.00,3070,4,200604038058520.00,200604031073203.00
XXX,EQ,3-Apr-06,15:12:27,200604030951664.00,3070,5,200604034477717.00,200604031073203.00
XXX,EQ,3-Apr-06,15:12:28,200604030951826.00,3070,1,200604038059150.00,200604031073203.00
XXX,EQ,3-Apr-06,15:12:28,200604030951852.00,3070,5,200604031074856.00,200604038059126.00
XXX,EQ,3-Apr-06,15:12:30,200604030952134.00,3072,5,200604038059333.00,200604031074190.00
XXX,EQ,3-Apr-06,15:12:31,200604030952251.00,3070,1,200604031074856.00,200604038059390.00
XXX,EQ,3-Apr-06,15:12:31,200604030952273.00,3069.95,1,200604038058836.00,200604031075080.00
XXX,EQ,3-Apr-06,15:12:31,200604030952274.00,3069,1,200604038058625.00,200604031075080.00
XXX,EQ,3-Apr-06,15:12:32,200604030952371.00,3069,1,200604038059544.00,200604031075080.00
XXX,EQ,3-Apr-06,15:12:36,200604030952670.00,3069,7,200604031075435.00,200604031075080.00
XXX,EQ,3-Apr-06,15:12:36,200604030952671.00,3069,1,200604031075435.00,200604038058700.00
XXX,EQ,3-Apr-06,15:12:36,200604030952672.00,3070,1,200604031075435.00,200604038059654.00
XXX,EQ,3-Apr-06,15:12:36,200604030952673.00,3070,1,200604031075435.00,200604038059797.00
XXX,EQ,3-Apr-06,15:12:36,200604030952674.00,3070,1,200604031075435.00,200604038059910.00
XXX,EQ,3-Apr-06,15:12:37,200604030952753.00,3070,3,200604031075435.00,200604031074243.00
XXX,EQ,3-Apr-06,15:12:37,200604030952761.00,3072,2,200604034465492.00,200604031074190.00
XXX,EQ,3-Apr-06,15:12:39,200604030952892.00,3072,10,200604038060078.00,200604031074190.00
XXX,EQ,3-Apr-06,15:12:39,200604030952924.00,3070,1,200604031075435.00,200604038060110.00
XXX,EQ,3-Apr-06,15:12:44,200604030953417.00,3070,200,200604031075435.00,200604038060455.00
XXX,EQ,3-Apr-06,15:12:47,200604030953663.00,3070,1,200604038060063.00,200604031076131.00
XXX,EQ,3-Apr-06,15:12:47,200604030953664.00,3070,29,200604031074408.00,200604031076131.00
XXX,EQ,3-Apr-06,15:12:48,200604030953791.00,3070,1,200604031074408.00,200604031076236.00
XXX,EQ,3-Apr-06,15:12:49,200604030953895.00,3070,15,200604031074408.00,200604031076300.00
XXX,EQ,3-Apr-06,15:12:50,200604030953998.00,3070,50,200604031074408.00,200604034479672.00
XXX,EQ,3-Apr-06,15:12:50,200604030954058.00,3070,25,200604031074408.00,200604031076401.00
XXX,EQ,3-Apr-06,15:12:51,200604030954145.00,3070,1,200604031075736.00,200604038061067.00
XXX,EQ,3-Apr-06,15:12:54,200604030954424.00,3070,50,200604031075736.00,200604038061327.00
XXX,EQ,3-Apr-06,15:12:58,200604030954812.00,3070,10,200604031075736.00,200604038061661.00
XXX,EQ,3-Apr-06,15:12:58,200604030954830.00,3070,71,200604031075736.00,200604034478733.00
XXX,EQ,3-Apr-06,15:12:58,200604030954831.00,3070,129,200604031075985.00,200604034478733.00
XXX,EQ,3-Apr-06,15:13:00,200604030954978.00,3069,1,200604038060920.00,200604038061785.00
XXX,EQ,3-Apr-06,15:13:00,200604030954979.00,3066,2,200604034470775.00,200604038061785.00
XXX,EQ,3-Apr-06,15:13:02,200604030955255.00,3069.95,5,200604034480519.00,200604031076975.00
XXX,EQ,3-Apr-06,15:13:02,200604030955267.00,3069.95,25,200604034480530.00,200604031076975.00
XXX,EQ,3-Apr-06,15:13:07,200604030955556.00,3069.95,1,200604031077471.00,200604031076975.00
XXX,EQ,3-Apr-06,15:13:10,200604030955828.00,3069.95,1,200604038062600.00,200604031076975.00
XXX,EQ,3-Apr-06,15:13:12,200604030955938.00,3069.95,2,200604031077784.00,200604031076975.00
XXX,EQ,3-Apr-06,15:13:12,200604030955983.00,3069.95,166,200604038062797.00,200604031076975.00
XXX,EQ,3-Apr-06,15:13:12,200604030955984.00,3070,34,200604038062797.00,200604038061750.00
XXX,EQ,3-Apr-06,15:13:13,200604030956040.00,3070,16,200604034481166.00,200604038061750.00
XXX,EQ,3-Apr-06,15:13:13,200604030956041.00,3070,50,200604034481166.00,200604038061835.00
XXX,EQ,3-Apr-06,15:13:13,200604030956042.00,3070,34,200604034481166.00,200604031077288.00
XXX,EQ,3-Apr-06,15:13:13,200604030956151.00,3070,1,200604034481186.00,200604031077288.00
XXX,EQ,3-Apr-06,15:13:13,200604030956152.00,3070,1,200604034481186.00,200604034480636.00
XXX,EQ,3-Apr-06,15:13:13,200604030956153.00,3070,6,200604034481186.00,200604034480698.00
XXX,EQ,3-Apr-06,15:13:13,200604030956154.00,3070,5,200604034481186.00,200604034480993.00
XXX,EQ,3-Apr-06,15:13:13,200604030956155.00,3070,6,200604034481186.00,200604031077873.00
XXX,EQ,3-Apr-06,15:13:19,200604030956825.00,3070.1,1,200604031078089.00,200604031078239.00
XXX,EQ,3-Apr-06,15:13:21,200604030956908.00,3070.1,19,200604031078089.00,200604034481595.00
XXX,EQ,3-Apr-06,15:13:21,200604030957042.00,3071,6,200604031078370.00,200604038063194.00
XXX,EQ,3-Apr-06,15:13:21,200604030957043.00,3072,42,200604031078370.00,200604031074190.00
XXX,EQ,3-Apr-06,15:13:21,200604030957044.00,3072,2,200604031078370.00,200604031074464.00
XXX,EQ,3-Apr-06,15:13:21,200604030957045.00,3070.1,1,200604031078089.00,200604031078374.00
XXX,EQ,3-Apr-06,15:13:22,200604030957069.00,3072,2,200604038063523.00,200604034478802.00
XXX,EQ,3-Apr-06,15:13:22,200604030957070.00,3072,1,200604038063523.00,200604038060025.00
XXX,EQ,3-Apr-06,15:13:22,200604030957071.00,3074,2,200604038063523.00,200604038057222.00
XXX,EQ,3-Apr-06,15:13:22,200604030957100.00,3070.1,25,200604031078089.00,200604038048982.00
XXX,EQ,3-Apr-06,15:13:24,200604030957221.00,3070.25,15,200604031078507.00,200604034481767.00
XXX,EQ,3-Apr-06,15:13:25,200604030957429.00,3072,2,200604038063770.00,200604034481822.00
XXX,EQ,3-Apr-06,15:13:25,200604030957430.00,3070.25,4,200604031078507.00,200604034481822.00
XXX,EQ,3-Apr-06,15:13:26,200604030957506.00,3072,2,200604031078637.00,200604034480183.00
XXX,EQ,3-Apr-06,15:13:26,200604030957514.00,3072,4,200604031078637.00,200604031078695.00
XXX,EQ,3-Apr-06,15:13:29,200604030957777.00,3072,4,200604031078637.00,200604036971062.00
XXX,EQ,3-Apr-06,15:13:29,200604030957778.00,3070.25,26,200604031078507.00,200604036971062.00
XXX,EQ,3-Apr-06,15:13:31,200604030957958.00,3071.8,3,200604034482232.00,200604031078898.00
XXX,EQ,3-Apr-06,15:13:33,200604030958067.00,3070.25,50,200604031078507.00,200604038064439.00
XXX,EQ,3-Apr-06,15:13:33,200604030958073.00,3070.25,4,200604031078507.00,200604038064450.00
XXX,EQ,3-Apr-06,15:13:34,200604030958107.00,3070.5,50,200604031078020.00,200604038064511.00
XXX,EQ,3-Apr-06,15:13:34,200604030958136.00,3071.8,2,200604031079178.00,200604031078898.00
XXX,EQ,3-Apr-06,15:13:37,200604030958546.00,3074,5,200604038064738.00,200604031075696.00
XXX,EQ,3-Apr-06,15:13:42,200604030958959.00,3073.9,1,200604031079710.00,200604031079529.00
XXX,EQ,3-Apr-06,15:13:42,200604030958985.00,3072,8,200604031079178.00,200604034482996.00
XXX,EQ,3-Apr-06,15:13:42,200604030958986.00,3072,2,200604031079276.00,200604034482996.00
XXX,EQ,3-Apr-06,15:13:42,200604030958987.00,3070.5,30,200604031078020.00,200604034482996.00
XXX,EQ,3-Apr-06,15:13:42,200604030958988.00,3070.5,20,200604031078089.00,200604034482996.00
XXX,EQ,3-Apr-06,15:13:44,200604030959156.00,3071,30,200604034483124.00,200604031079862.00
XXX,EQ,3-Apr-06,15:13:54,200604030959982.00,3073,20,200604038066199.00,200604034483042.00
XXX,EQ,3-Apr-06,15:13:54,200604030959983.00,3073.9,10,200604038066199.00,200604031079529.00
XXX,EQ,3-Apr-06,15:13:57,200604030960072.00,3071,1,200604034483124.00,200604038066374.00
XXX,EQ,3-Apr-06,15:13:57,200604030960091.00,3073.9,5,200604031078089.00,200604031079529.00
XXX,EQ,3-Apr-06,15:13:58,200604030960191.00,3071,69,200604034483124.00,200604031080785.00
XXX,EQ,3-Apr-06,15:13:59,200604030960249.00,3070.15,5,200604034471386.00,200604037111274.00
XXX,EQ,3-Apr-06,15:14:01,200604030960384.00,3071,2,200604031080949.00,200604031080785.00
XXX,EQ,3-Apr-06,15:14:04,200604030960598.00,3070.15,1,200604034471386.00,200604031081145.00
XXX,EQ,3-Apr-06,15:14:08,200604030960879.00,3071,1,200604031081481.00,200604031080785.00
XXX,EQ,3-Apr-06,15:14:16,200604030961452.00,3071,28,200604038067919.00,200604031080785.00
XXX,EQ,3-Apr-06,15:14:16,200604030961453.00,3071,3,200604038067919.00,200604038067129.00
XXX,EQ,3-Apr-06,15:14:16,200604030961454.00,3071,2,200604038067919.00,200604038067171.00
XXX,EQ,3-Apr-06,15:14:16,200604030961455.00,3071,2,200604038067919.00,200604034484748.00
XXX,EQ,3-Apr-06,15:14:16,200604030961498.00,3072,10,200604038067919.00,200604038067966.00
XXX,EQ,3-Apr-06,15:14:18,200604030961596.00,3072,5,200604038067919.00,200604031082171.00
XXX,EQ,3-Apr-06,15:14:18,200604030961597.00,3070.15,44,200604034471386.00,200604031082171.00
XXX,EQ,3-Apr-06,15:14:18,200604030961598.00,3070.05,41,200604031078076.00,200604031082171.00
XXX,EQ,3-Apr-06,15:14:22,200604030961857.00,3070.05,100,200604031078076.00,200604031082465.00
XXX,EQ,3-Apr-06,15:14:23,200604030961919.00,3070.05,59,200604031078076.00,200604038068535.00
XXX,EQ,3-Apr-06,15:14:23,200604030961920.00,3070,1,200604034481449.00,200604038068535.00
XXX,EQ,3-Apr-06,15:14:23,200604030961921.00,3070,2,200604034477964.00,200604038068535.00
XXX,EQ,3-Apr-06,15:14:23,200604030961922.00,3070,1,200604038065460.00,200604038068535.00
XXX,EQ,3-Apr-06,15:14:23,200604030961923.00,3070,1,200604034483360.00,200604038068535.00
XXX,EQ,3-Apr-06,15:14:23,200604030961924.00,3070,1,200604038065602.00,200604038068535.00
XXX,EQ,3-Apr-06,15:14:23,200604030961925.00,3070,1,200604038066412.00,200604038068535.00
XXX,EQ,3-Apr-06,15:14:23,200604030961926.00,3070,4,200604034483360.00,200604038068535.00
XXX,EQ,3-Apr-06,15:14:33,200604030962645.00,3069,1,200604031077276.00,200604034486422.00
XXX,EQ,3-Apr-06,15:14:33,200604030962646.00,3069,9,200604031077276.00,200604038069270.00
XXX,EQ,3-Apr-06,15:14:33,200604030962647.00,3068,1,200604031077614.00,200604038069270.00
XXX,EQ,3-Apr-06,15:14:38,200604030962971.00,3067.15,3,200604031075443.00,200604038069776.00
XXX,EQ,3-Apr-06,15:14:40,200604030963130.00,3067.15,25,200604031075443.00,200604038069923.00
XXX,EQ,3-Apr-06,15:14:40,200604030963137.00,3069.9,7,200604038069935.00,200604038068560.00
XXX,EQ,3-Apr-06,15:14:41,200604030963195.00,3069.9,21,200604038069996.00,200604038068560.00
XXX,EQ,3-Apr-06,15:14:44,200604030963388.00,3067.35,5,200604038069832.00,200604034487155.00
XXX,EQ,3-Apr-06,15:14:48,200604030963628.00,3070,1,200604038070506.00,200604034486133.00
XXX,EQ,3-Apr-06,15:14:48,200604030963629.00,3070,1,200604038070506.00,200604034486286.00
XXX,EQ,3-Apr-06,15:14:48,200604030963630.00,3070,50,200604038070506.00,200604038069297.00
XXX,EQ,3-Apr-06,15:14:48,200604030963631.00,3070,1,200604038070506.00,200604034486708.00
XXX,EQ,3-Apr-06,15:14:48,200604030963632.00,3070,1,200604038070506.00,200604031083025.00
XXX,EQ,3-Apr-06,15:14:48,200604030963633.00,3070,4,200604038070506.00,200604034486708.00
XXX,EQ,3-Apr-06,15:14:49,200604030963751.00,3070,3,200604038070506.00,200604034487526.00
XXX,EQ,3-Apr-06,15:14:50,200604030963769.00,3070,10,200604038070506.00,200604038069650.00
XXX,EQ,3-Apr-06,15:14:54,200604030964040.00,3070.15,1,200604038071033.00,200604038068690.00
XXX,EQ,3-Apr-06,15:14:57,200604030964235.00,3070,1,200604038070506.00,200604031084750.00
XXX,EQ,3-Apr-06,15:14:57,200604030964240.00,3070.15,4,200604034488034.00,200604038068690.00
XXX,EQ,3-Apr-06,15:14:57,200604030964241.00,3070.15,1,200604034488034.00,200604034486013.00
XXX,EQ,3-Apr-06,15:14:57,200604030964242.00,3070.15,50,200604034488034.00,200604038068813.00
XXX,EQ,3-Apr-06,15:14:57,200604030964243.00,3070.15,50,200604034488034.00,200604038068907.00
XXX,EQ,3-Apr-06,15:14:57,200604030964244.00,3070.15,10,200604034488034.00,200604034487128.00
XXX,EQ,3-Apr-06,15:14:57,200604030964245.00,3070.15,4,200604034488034.00,200604034486013.00
XXX,EQ,3-Apr-06,15:14:57,200604030964246.00,3071.95,1,200604034488034.00,200604038069105.00
XXX,EQ,3-Apr-06,15:14:59,200604030964423.00,3073,1,200604034488141.00,200604038068489.00
XXX,EQ,3-Apr-06,15:14:59,200604030964424.00,3073.8,50,200604034488141.00,200604034484987.00
XXX,EQ,3-Apr-06,15:14:59,200604030964425.00,3074,45,200604034488141.00,200604031075696.00
XXX,EQ,3-Apr-06,15:14:59,200604030964426.00,3074,5,200604034488141.00,200604034182823.00
XXX,EQ,3-Apr-06,15:14:59,200604030964427.00,3074.8,15,200604034488141.00,200604031066170.00
XXX,EQ,3-Apr-06,15:14:59,200604030964428.00,3074.9,5,200604034488141.00,200604034482443.00
XXX,EQ,3-Apr-06,15:14:59,200604030964429.00,3075,1,200604034488141.00,200604038057040.00
XXX,EQ,3-Apr-06,15:14:59,200604030964430.00,3075,1,200604034488141.00,200604038057304.00
XXX,EQ,3-Apr-06,15:14:59,200604030964431.00,3075,1,200604034488141.00,200604038058102.00
XXX,EQ,3-Apr-06,15:14:59,200604030964432.00,3075,1,200604034488141.00,200604031074246.00
XXX,EQ,3-Apr-06,15:14:59,200604030964433.00,3075,3,200604034488141.00,200604038059918.00
XXX,EQ,3-Apr-06,15:14:59,200604030964434.00,3075,10,200604034488141.00,200604038059920.00
XXX,EQ,3-Apr-06,15:14:59,200604030964435.00,3075,10,200604034488141.00,200604031076929.00
XXX,EQ,3-Apr-06,15:14:59,200604030964436.00,3075,5,200604034488141.00,200604031077935.00
XXX,EQ,3-Apr-06,15:14:59,200604030964437.00,3075,100,200604034488141.00,200604034483122.00
XXX,EQ,3-Apr-06,15:14:59,200604030964438.00,3075,1,200604034488141.00,200604034483552.00
XXX,EQ,3-Apr-06,15:14:59,200604030964439.00,3075,1,200604034488141.00,200604038066545.00
XXX,EQ,3-Apr-06,15:14:59,200604030964440.00,3075,4,200604034488141.00,200604034483552.00
XXX,EQ,3-Apr-06,15:15:00,200604030964484.00,3075,41,200604034488141.00,200604031084970.00
XXX,EQ,3-Apr-06,15:15:00,200604030964485.00,3075,9,200604038071441.00,200604031084970.00
XXX,EQ,3-Apr-06,15:15:00,200604030964493.00,3075,5,200604038071441.00,200604038071504.00
XXX,EQ,3-Apr-06,15:15:02,200604030964630.00,3075,1,200604038071441.00,200604031040922.00
XXX,EQ,3-Apr-06,15:15:03,200604030964675.00,3075.1,1,200604031085140.00,200604038060265.00
XXX,EQ,3-Apr-06,15:15:03,200604030964676.00,3076,1,200604031085140.00,200604038057251.00
XXX,EQ,3-Apr-06,15:15:03,200604030964677.00,3079,1,200604031085140.00,200604038057326.00
XXX,EQ,3-Apr-06,15:15:03,200604030964678.00,3079,5,200604031085140.00,200604038044943.00
XXX,EQ,3-Apr-06,15:15:03,200604030964679.00,3080,81,200604031085140.00,200604038025685.00
XXX,EQ,3-Apr-06,15:15:03,200604030964680.00,3080,1,200604031085140.00,200604034450233.00
XXX,EQ,3-Apr-06,15:15:03,200604030964681.00,3080,1,200604031085140.00,200604031048692.00
XXX,EQ,3-Apr-06,15:15:03,200604030964682.00,3080,15,200604031085140.00,200604038028334.00
XXX,EQ,3-Apr-06,15:15:03,200604030964683.00,3080,20,200604031085140.00,200604038028434.00
XXX,EQ,3-Apr-06,15:15:03,200604030964684.00,3080,1,200604031085140.00,200604034451596.00
XXX,EQ,3-Apr-06,15:15:03,200604030964685.00,3080,5,200604031085140.00,200604034451878.00
XXX,EQ,3-Apr-06,15:15:03,200604030964686.00,3080,1,200604031085140.00,200604038035773.00
XXX,EQ,3-Apr-06,15:15:03,200604030964687.00,3080,1,200604031085140.00,200604031056324.00
XXX,EQ,3-Apr-06,15:15:03,200604030964688.00,3080,2,200604031085140.00,200604031056864.00
XXX,EQ,3-Apr-06,15:15:03,200604030964689.00,3080,10,200604031085140.00,200604031050424.00
